name	site	type	phone	full_address	latitude	longitude	rating	working_hours
Wine and Sushi / Wine Bar & Restaurant / Haifa Downtown	http://winesushi.co.il/	מסעדת סושי	+972 53-831-8888	קהילת סלוניקי 12 חיפה 3216814	32.8183537	34.9992958	4.3	"{"יום שני": "17:00-22:00", "יום שלישי": "17:00-22:00", "יום רביעי": "17:00-22:00", "יום חמישי": "17:00-23:45", "יום שישי": "17:00-23:45", "יום שבת": "17:00-22:00", "יום ראשון": "17:00-22:00"}"
פיצרייה תלפיות	https://www.facebook.com/pages/category/Italian-Restaurant/Pizzeria-Talpiot-215868745998195/	מסעדה	+972 4-907-1727	סירקין 32 אל כניסה 8 חיפה	32.8089761	35.0014587	4.4	"{"יום שני": "17:00-23:00", "יום שלישי": "17:00-23:00", "יום רביעי": "17:00-23:00", "יום חמישי": "17:00-23:00", "יום שישי": "12:00-16:00,18:00-23:00", "יום שבת": "סגור", "יום ראשון": "סגור"}"
מסעדת דגים		מסעדה		א.ל. זיסו 26 חיפה	32.8276607	34.987104	4	"{"יום שני": "12:00-22:00", "יום שלישי": "12:00-22:00", "יום רביעי": "12:00-22:00", "יום חמישי": "12:00-22:00", "יום שישי": "12:00-22:00", "יום שבת": "12:00-22:00", "יום ראשון": "12:00-22:00"}"
הדיוק - בר מסעדה	http://www.duke-pub.co.il/	מסעדה	+972 4-834-7282	שדרות מוריה 107 חיפה	32.7896145	34.9868635	4.5	"{"יום שני": "12:00-1:00", "יום שלישי": "12:00-1:00", "יום רביעי": "12:00-1:00", "יום חמישי": "12:00-2:00", "יום שישי": "12:00-2:00", "יום שבת": "12:00-1:00", "יום ראשון": "12:00-1:00"}"
מדרובה	https://www.madruba.co.il/	מסעדה	+972 4-606-0350	שדרות הנשיא 135 חיפה	32.8028523	34.9862937	4.7	"{"יום שני": "17:00-0:00", "יום שלישי": "17:00-0:00", "יום רביעי": "17:00-0:00", "יום חמישי": "17:00-0:00", "יום שישי": "17:00-0:00", "יום שבת": "17:00-0:00", "יום ראשון": "17:00-0:00"}"
Shaltieli - שאלתיאלי		מסעדה כשרה	+972 4-855-0393	יוחאי בן נון 6 חיפה	32.7933492	34.956149	4.2	"{"יום שני": "12:00-0:00", "יום שלישי": "12:00-0:00", "יום רביעי": "12:00-0:00", "יום חמישי": "12:00-1:00", "יום שישי": "סגור", "יום שבת": "19:00-0:30", "יום ראשון": "12:00-0:00"}"
80's burger		מסעדת המבורגרים		יפה נוף 80 חיפה	32.8076838	34.9870227	4.2	"{"יום שני": "סגור", "יום שלישי": "12:00-23:00", "יום רביעי": "12:00-23:00", "יום חמישי": "12:00-23:00", "יום שישי": "12:00-23:00", "יום שבת": "סגור", "יום ראשון": "12:00-23:00"}"
בר סטלה	https://stellabar.co.il/	בר וגריל	+972 4-811-2000	הירקון 1 חיפה	32.7960417	34.9842368	4.3	"{"יום שני": "12:00-23:00", "יום שלישי": "12:00-23:00", "יום רביעי": "12:00-23:00", "יום חמישי": "12:00-23:00", "יום שישי": "12:00-23:00", "יום שבת": "12:00-23:00", "יום ראשון": "12:00-23:00"}"
פיצה דאלי - Pizza Dali	https://pizzadali.co.il/	פיצרייה	+972 4-862-3623	IL 3326518 שדרות המגינים 53 חיפה	32.8196868	34.99477	4.1	"{"יום שני": "12:00-0:00", "יום שלישי": "12:00-0:00", "יום רביעי": "12:00-0:00", "יום חמישי": "12:00-0:00", "יום שישי": "12:00-0:00", "יום שבת": "12:00-0:00", "יום ראשון": "12:00-0:00"}"
פלאפל מישל עיר תחתית Falafel Michel	https://www.facebook.com/MichelFalafel	מסעדה	+972 52-428-8685	דרך יפו 39 חיפה	32.819933	34.9967876	4.6	"{"יום שני": "10:00-18:00", "יום שלישי": "10:00-18:00", "יום רביעי": "10:00-18:00", "יום חמישי": "10:00-18:00", "יום שישי": "10:00-15:30", "יום שבת": "סגור", "יום ראשון": "10:00-18:00"}"
דרים נמו	http://www.dreamnemo.co.il/	מסעדת מאכלי ים	+972 4-855-5012	שדרות בן גוריון 45 חיפה 35021	32.8189396	34.9900684	4.3	"{"יום שני": "12:00-22:00", "יום שלישי": "12:00-22:00", "יום רביעי": "12:00-22:00", "יום חמישי": "12:00-22:00", "יום שישי": "12:00-22:00", "יום שבת": "12:00-22:00", "יום ראשון": "סגור"}"
מסעדת מאמאליגה	https://www.rest.co.il/rest/80192174/	מסעדה	+972 77-561-7468	הבנקים 1 חיפה	32.8202855	34.9974204	4.2	"{"יום שני": "סגור", "יום שלישי": "12:30-17:00", "יום רביעי": "12:30-17:00", "יום חמישי": "12:30-17:00", "יום שישי": "12:00-16:00", "יום שבת": "12:30-17:00", "יום ראשון": "12:30-17:00"}"
אלדיאר	http://www.2eat.co.il/aldiyar-new/	מסעדה	+972 53-944-1195	שדרות בן גוריון 55 חיפה	32.8181318	34.9894131	4.3	"{"יום שני": "12:00-23:00", "יום שלישי": "12:00-23:00", "יום רביעי": "12:00-23:00", "יום חמישי": "12:00-0:00", "יום שישי": "12:00-1:00", "יום שבת": "12:00-0:00", "יום ראשון": "12:00-23:00"}"
SKETCH	https://instagram.com/sketch_haifa	בית קפה	+972 4-610-0101	סמי עופר פנחס ואברהם רוטנברג 2 חניון P1 חיפה	32.7835344	34.9644335	4.1	"{"יום שני": "10:00-21:00", "יום שלישי": "10:00-21:00", "יום רביעי": "10:00-21:00", "יום חמישי": "10:00-21:00", "יום שישי": "9:00-21:00", "יום שבת": "9:00-21:00", "יום ראשון": "10:00-21:00"}"
חומוס ברדיצ'ב תלפיות- כשר	https://hummusbardichev.co.il/	מסעדה כשרה	+972 4-867-5252	סירקין 27 חיפה 3311514	32.8094557	35.0010366	4.7	"{"יום שני": "10:00-16:00", "יום שלישי": "10:00-16:00", "יום רביעי": "10:00-16:00", "יום חמישי": "10:00-18:00", "יום שישי": "9:00-14:30", "יום שבת": "סגור", "יום ראשון": "10:00-16:00"}"
עייש אלסראיא	https://www.facebook.com/%D7%A2%D7%99%D7%99%D7%A9-%D7%90%D7%9C%D7%A1%D7%A8%D7%90%D7%99%D7%90-1971628063071320/	מסעדה	+972 52-552-9551	י.ל. פרץ 11 חיפה	32.8148193	34.9956932	4.7	"{"יום שני": "8:00-16:30", "יום שלישי": "8:00-16:30", "יום רביעי": "8:00-16:30", "יום חמישי": "8:00-16:30", "יום שישי": "8:00-16:30", "יום שבת": "סגור", "יום ראשון": "8:00-16:30"}"
התאילנדית בשוק	https://instagram.com/thethaimarket?igshid=YmMyMTA2M2Y=	מסעדה תאילנדית		לונץ 4 חיפה	32.8082188	35.0019028	4.7	"{"יום שני": "12:00-16:45,18:00-22:00", "יום שלישי": "12:00-16:45,18:00-22:00", "יום רביעי": "12:00-16:45,18:00-22:00", "יום חמישי": "12:00-16:45,18:00-22:00", "יום שישי": "12:00-16:00", "יום שבת": "סגור", "יום ראשון": "סגור"}"
מוריה	https://www.moria105.com/	מסעדה טבעונית	+972 4-825-2014	שדרות מוריה 105 חיפה 3461632	32.7904654	34.9866915	4.3	"{"יום שני": "12:00-21:00", "יום שלישי": "12:00-21:00", "יום רביעי": "12:00-21:00", "יום חמישי": "12:00-21:00", "יום שישי": "12:00-16:00", "יום שבת": "17:00-21:00", "יום ראשון": "12:00-21:00"}"
אצל יוסי	https://israelbusinessguide.com/catalog/hayfa/ezel_yosi/	מסעדה	+972 54-311-1302	David Elazar St. חיפה	32.7952116	34.9561507	3.9	"{"יום שני": "11:00-22:30", "יום שלישי": "11:00-22:30", "יום רביעי": "11:00-22:30", "יום חמישי": "11:00-22:30", "יום שישי": "11:00-22:30", "יום שבת": "11:00-22:30", "יום ראשון": "11:00-22:30"}"
באסל בורגר חיפה	https://basel.mrest.co.il/	מסעדת מזון מהיר	+972 4-881-6122	שדרות המגינים 27 חיפה 3309174	32.8179428	34.9985612	4	"{"יום שני": "11:00-0:00", "יום שלישי": "11:00-0:00", "יום רביעי": "11:00-0:00", "יום חמישי": "11:00-0:00", "יום שישי": "11:00-0:00", "יום שבת": "11:00-0:00", "יום ראשון": "11:00-0:00"}"
מסעדת רפי	https://www.rest.co.il/rest/30812700/	מסעדה	+972 4-864-3707	את חוף שמן אופיר 31 חיפה	32.8068491	35.0161897	4.1	"{"יום שני": "7:30-17:00", "יום שלישי": "7:30-17:00", "יום רביעי": "7:30-17:00", "יום חמישי": "7:30-17:00", "יום שישי": "7:30-14:30", "יום שבת": "סגור", "יום ראשון": "7:30-17:00"}"
מסעדת טוביה		מסעדה	+972 4-841-5768	מרדכי מקלף 22 חיפה	32.7874104	35.0311283	4.3	"{"יום שני": "8:00-17:00", "יום שלישי": "8:00-17:00", "יום רביעי": "8:00-17:00", "יום חמישי": "8:00-17:00", "יום שישי": "8:00-17:00", "יום שבת": "סגור", "יום ראשון": "8:00-17:00"}"
Cinema paradiso	http://www.cinemaparadiso.co.il/	מסעדה	+972 77-724-2093	חוף זמיר חיפה	32.7971335	34.9564031	3.4	"{"יום שני": "16:00-22:00", "יום שלישי": "16:00-22:00", "יום רביעי": "16:00-22:00", "יום חמישי": "12:00-23:30", "יום שישי": "12:00-23:30", "יום שבת": "12:00-23:30", "יום ראשון": "סגור"}"
Vareniks	https://instagram.com/varenikshaifa	מסעדה מזרח אירופאית	+972 54-886-7993	בלפור 2 חיפה	32.8108111	34.9976328	4.7	"{"יום שני": "11:00-18:00", "יום שלישי": "11:00-18:00", "יום רביעי": "11:00-18:00", "יום חמישי": "11:00-18:00", "יום שישי": "11:00-18:00", "יום שבת": "11:00-18:00", "יום ראשון": "סגור"}"
ארטו	https://artorest.co.il/restaurant-page/	מסעדת מנות בשריות	+972 53-549-5133	מרכז הקונגרסים קדושי יאסי 2 חיפה	32.7910579	34.9648533	3.4	"{"יום שני": "18:00-3:00", "יום שלישי": "18:00-3:00", "יום רביעי": "18:00-3:00", "יום חמישי": "18:00-3:00", "יום שישי": "18:00-3:00", "יום שבת": "18:00-3:00", "יום ראשון": "18:00-3:00"}"
אלף חיפה- Alf Haifa	https://www.facebook.com/ALFpubfromanotherplanet/	בר	+972 50-750-1324	דרך יפו 44 חיפה	32.8199431	34.9969479	4.3	"{"יום שני": "סגור", "יום שלישי": "21:00-2:00", "יום רביעי": "21:00-2:00", "יום חמישי": "21:00-4:00", "יום שישי": "21:00-4:00", "יום שבת": "21:00-2:00", "יום ראשון": "סגור"}"
מסעדת חנוך	http://matan28280.wixsite.com/hanoch	מסעדה	+972 4-842-4466	שדרות דגניה 3 חיפה 26212	32.8271827	35.0612525	4.5	"{"יום שני": "11:30-19:30", "יום שלישי": "11:30-19:30", "יום רביעי": "11:30-19:30", "יום חמישי": "11:30-19:30", "יום שישי": "11:30-18:00", "יום שבת": "11:30-18:00", "יום ראשון": "11:30-18:00"}"
מסעדת אבו יוסף		מסעדה	+972 54-681-3803	המסעדה צמודה למסילת הרכבת זיסו 29 חיפה 3525249	32.8276957	34.9874561	4.1	"{"יום שני": "8:00-18:00", "יום שלישי": "8:00-18:00", "יום רביעי": "8:00-18:00", "יום חמישי": "8:00-18:00", "יום שישי": "8:00-18:00", "יום שבת": "8:00-18:00", "יום ראשון": "סגור"}"
Tapa.bar haifa	https://tbit.be/mJ8yjK	מסעדה	+972 4-314-4111	הגפן 26 פינת בן גוריון 50 חיפה 33555	32.8176472	34.9884918	3.3	"{"יום שני": "17:00-23:00", "יום שלישי": "17:00-23:30", "יום רביעי": "17:00-23:30", "יום חמישי": "17:00-23:30", "יום שישי": "12:00-23:30", "יום שבת": "12:00-23:30", "יום ראשון": "17:00-23:30"}"
מסעדת לב הגליל		מסעדה	+972 4-850-1007	שדרות ההגנה 20 חיפה	32.803219	34.9583922	4	"{"יום שני": "11:01-22:00", "יום שלישי": "11:01-22:00", "יום רביעי": "11:01-22:00", "יום חמישי": "11:01-22:00", "יום שישי": "11:01-22:00", "יום שבת": "11:01-22:00", "יום ראשון": "11:01-22:00"}"
ארקפה בייקרי	http://arcaffe.co.il/	בית קפה	+972 4-864-0358	אוסקר שינדלר 7 חיפה 3499604	32.7668647	35.013256	4.1	"{"יום שני": "7:00-22:00", "יום שלישי": "7:00-22:00", "יום רביעי": "7:00-22:00", "יום חמישי": "7:00-22:00", "יום שישי": "7:00-22:00", "יום שבת": "8:00-22:00", "יום ראשון": "7:00-22:00"}"
פלאפל מישל	https://www.facebook.com/MichelFalafel	מסעדת פלאפל	+972 4-851-7054	ואדי 21 חיפה	32.8171639	34.9938698	4.6	"{"יום שני": "9:00-18:00", "יום שלישי": "9:00-18:00", "יום רביעי": "9:00-18:00", "יום חמישי": "9:00-18:00", "יום שישי": "9:00-18:00", "יום שבת": "9:00-18:00", "יום ראשון": "סגור"}"
בית הפיצה		פיצרייה	+972 4-811-3035	יוכבד 18 חיפה 3467461	32.7957095	34.9898866	4.6	"{"יום שני": "10:00-23:00", "יום שלישי": "10:00-23:00", "יום רביעי": "10:00-23:00", "יום חמישי": "10:00-23:00", "יום שישי": "9:30-15:00", "יום שבת": "20:00-23:00", "יום ראשון": "10:00-23:00"}"
פסטה בסטה	https://pastabasta.co.il/haifa/	מסעדה איטלקית	+972 4-820-0944	שדרות מוריה 12 חיפה	32.8016594	34.9834556	4.3	"{"יום שני": "11:30-22:00", "יום שלישי": "11:30-22:00", "יום רביעי": "11:30-22:00", "יום חמישי": "11:30-22:00", "יום שישי": "11:30-15:00", "יום שבת": "11:30-22:00", "יום ראשון": "11:30-22:00"}"
חומוסיית הקונגרסים	https://m.facebook.com/%D7%97%D7%95%D7%9E%D7%95%D7%A1%D7%99%D7%99%D7%AA-%D7%90%D7%91%D7%95-%D7%9E%D7%A8%D7%95%D7%9F-%D7%9E%D7%A8%D7%9B%D7%96-%D7%94%D7%A7%D7%95%D7%A0%D7%92%D7%A8%D7%A1%D7%99%D7%9D-106535520763016/	מסעדה מזרח תיכונית	+972 54-925-5344	מרכז הקונגרסים קדושי יאסי 2 חיפה	32.791975	34.9650393	4.3	"{"יום שני": "9:00-16:00", "יום שלישי": "9:00-16:00", "יום רביעי": "9:00-16:00", "יום חמישי": "9:00-16:00", "יום שישי": "9:00-16:00", "יום שבת": "9:00-16:00", "יום ראשון": "סגור"}"
בורגר סאלון	http://burgersaloon.co.il/	מסעדת המבורגרים	+972 1-700-705-715	"היכל הספורט רוממה דרך פיק"א 69 חיפה"	32.7874183	34.9972572	4.4	"{"יום שני": "11:00-23:00", "יום שלישי": "11:00-23:00", "יום רביעי": "11:00-23:00", "יום חמישי": "11:00-23:00", "יום שישי": "11:00-23:00", "יום שבת": "11:00-23:00", "יום ראשון": "11:00-23:00"}"
מנדרין גרנד קניון	https://www.mandarin.org.il/branches/grand	מסעדה	+972 4-812-0777	גרנד קניון דרך שמחה גולן 54 חיפה	32.7897693	35.0080075	3.8	"{"יום שני": "9:00-22:00", "יום שלישי": "9:00-22:00", "יום רביעי": "9:00-22:00", "יום חמישי": "9:00-22:00", "יום שישי": "9:00-15:00", "יום שבת": "20:00-23:00", "יום ראשון": "9:00-22:00"}"
קפטן בורגר חיפה (כשר למהדרין)	https://www.captainb.co.il/	מסעדת המבורגרים	+972 77-363-0168	שדרות טרומפלדור 53 חיפה	32.7826417	35.0144136	4	"{"יום שני": "11:00-23:00", "יום שלישי": "11:00-23:00", "יום רביעי": "11:00-23:00", "יום חמישי": "11:00-0:00", "יום שישי": "11:00-15:00", "יום שבת": "18:00-0:00", "יום ראשון": "11:00-23:00"}"
סמאש בורגר חיפה	https://tabitisrael.co.il/tabit-order?siteName=smashburger	מסעדת המבורגרים	+972 77-998-4703	נתנזון 9 חיפה	32.81817	34.9991966	3.9	"{"יום שני": "12:00-1:00", "יום שלישי": "12:00-1:00", "יום רביעי": "12:00-1:00", "יום חמישי": "12:00-1:00", "יום שישי": "12:00-1:00", "יום שבת": "12:00-1:00", "יום ראשון": "12:00-1:00"}"
Рыбный ресторан		מסעדה		דרך יפו 146 חיפה	32.8275046	34.9868725	3.9	"{"יום שני": "12:00-21:00", "יום שלישי": "12:00-21:00", "יום רביעי": "12:00-21:00", "יום חמישי": "12:00-21:00", "יום שישי": "12:00-21:00", "יום שבת": "12:00-21:00", "יום ראשון": "12:00-21:00"}"
סינטה בר אקספרס - חיפה	http://www.sinta-express.co.il/	מסעדת המבורגרים	+972 4-660-1235	איינשטיין 139 חיפה 3460177	32.7775103	35.0000117	4.1	"{"יום שני": "11:00-23:00", "יום שלישי": "11:00-23:00", "יום רביעי": "11:00-23:00", "יום חמישי": "11:00-23:00", "יום שישי": "11:00-23:00", "יום שבת": "11:00-23:00", "יום ראשון": "11:00-23:00"}"
Sushi avenue Суши Авеню Хайфа	http://www.avenuedelivery.co.il/	סושי טייק אוויי	+972 4-900-0404	הנביאים 31 חיפה	32.811892	34.9945641	4.5	"{"יום שני": "12:00-23:00", "יום שלישי": "12:00-23:00", "יום רביעי": "12:00-23:00", "יום חמישי": "12:00-23:00", "יום שישי": "12:00-23:00", "יום שבת": "12:00-23:00", "יום ראשון": "12:00-23:00"}"
שווארמה גנאם עספור 19		מסעדה	+972 4-858-8288	עספור 19 חיפה	32.8200857	34.9935744	4.6	"{"יום שני": "11:00-22:00", "יום שלישי": "11:00-22:00", "יום רביעי": "11:00-22:00", "יום חמישי": "11:00-22:00", "יום שישי": "11:00-22:00", "יום שבת": "11:00-22:00", "יום ראשון": "11:00-22:00"}"
Martha Deli		מסעדה	+972 4-600-2055	שדרות המגינים 90 חיפה	32.8212419	34.99202	4.8	"{"יום שני": "9:00-20:00", "יום שלישי": "9:00-20:00", "יום רביעי": "9:00-20:00", "יום חמישי": "9:00-0:00", "יום שישי": "9:00-20:00", "יום שבת": "סגור", "יום ראשון": "9:00-20:00"}"
مطعم شواطينا حيفا		מסעדת מאכלי ים	+972 4-833-3037	העלייה השנייה 96 חיפה	32.8313908	34.9704919	1.9	"{"יום שני": "11:00-23:00", "יום שלישי": "11:00-23:00", "יום רביעי": "11:00-23:00", "יום חמישי": "11:00-23:00", "יום שישי": "11:00-23:00", "יום שבת": "11:00-23:00", "יום ראשון": "11:00-23:00"}"
מנגל - MANGAL	http://mangal-bbq.co.il/	מסעדת גריל	+972 4-832-4244	שדרות מוריה 54 חיפה 3440101	32.7967937	34.9838793	4.8	"{"יום שני": "12:00-17:00", "יום שלישי": "12:00-17:00", "יום רביעי": "12:00-17:00", "יום חמישי": "12:00-17:00", "יום שישי": "12:00-17:00", "יום שבת": "סגור", "יום ראשון": "12:00-17:00"}"
מנדרין עזריאלי חיפה	http://www.mandarin.org.il/branches/azrieli	מסעדה	+972 4-855-1880	דרך משה פלימן 4 חיפה 3508416	32.7895654	34.9651331	3.7	"{"יום שני": "9:00-21:30", "יום שלישי": "9:00-21:30", "יום רביעי": "9:00-21:30", "יום חמישי": "9:00-21:30", "יום שישי": "8:30-15:00", "יום שבת": "20:00-23:00", "יום ראשון": "9:00-21:30"}"
בר מסעדה		מסעדה		יוחאי בן נון 6 חיפה	32.7933492	34.956149		"{"יום שני": "10:00-22:00", "יום שלישי": "10:00-22:00", "יום רביעי": "10:00-22:00", "יום חמישי": "10:00-22:00", "יום שישי": "11:00-16:00", "יום שבת": "סגור", "יום ראשון": "10:00-22:00"}"
EGGSIT	https://instagram.com/eggsit18	מסעדת ארוחות בוקר	+972 53-730-8052	עין דור 18 חיפה	32.8200669	34.9946841	4.9	"{"יום שני": "סגור", "יום שלישי": "8:00-17:00", "יום רביעי": "8:00-17:00", "יום חמישי": "8:00-17:00", "יום שישי": "8:00-17:00", "יום שבת": "8:00-17:00", "יום ראשון": "8:00-17:00"}"
גרג קיטשן	http://gregcafe.co.il/	מסעדה	+972 4-833-0803	שדרות מוריה 110 חיפה	32.7897764	34.9862015	4.1	"{"יום שני": "9:00-23:30", "יום שלישי": "9:00-23:30", "יום רביעי": "9:00-23:30", "יום חמישי": "9:00-0:00", "יום שישי": "8:00-0:00", "יום שבת": "9:30-0:00", "יום ראשון": "9:00-23:30"}"
קניבר בורגר מוריה	https://www.kanibar.co.il/	מסעדת המבורגרים	+972 1-700-553-311	שדרות מוריה 110 חיפה 3461803	32.789767	34.9863569	4.1	"{"יום שני": "11:30-23:30", "יום שלישי": "11:30-23:30", "יום רביעי": "11:30-23:30", "יום חמישי": "11:30-23:30", "יום שישי": "11:30-23:30", "יום שבת": "11:30-23:30", "יום ראשון": "11:30-23:30"}"
פיצה רונדו חיפה | הדר	https://rondopizza.co.il/	פיצרייה	+972 1-700-509-550	הרצל 69 חיפה 3321219	32.8071554	35.0016447	4.8	"{"יום שני": "11:00-23:00", "יום שלישי": "11:00-23:00", "יום רביעי": "11:00-23:00", "יום חמישי": "11:00-23:00", "יום שישי": "10:30-14:00", "יום שבת": "21:00-23:30", "יום ראשון": "11:00-23:00"}"
מקדונלד'ס - הדר חיפה	https://www.mcdonalds.co.il/	מסעדת מזון מהיר	+972 52-944-0079	הרצל 18-20 פינת בלפור חיפה 3312104	32.811223	34.997927	3.4	"{"יום שני": "11:00-22:00", "יום שלישי": "11:00-22:00", "יום רביעי": "11:00-22:00", "יום חמישי": "11:00-22:00", "יום שישי": "11:00-16:00", "יום שבת": "12:00-22:00", "יום ראשון": "11:00-22:00"}"
קפה פלמר	https://www.facebook.com/CafePalmer	בית קפה	+972 53-441-7548	שער פלמר 1 חיפה	32.8196828	35.0001669	4.3	"{"יום שני": "7:00-22:00", "יום שלישי": "7:00-22:00", "יום רביעי": "7:00-22:00", "יום חמישי": "7:00-22:00", "יום שישי": "7:00-16:00", "יום שבת": "9:00-22:00", "יום ראשון": "7:00-22:00"}"
בולס עיר תחתית חיפה	http://bullsburger.co.il/	מסעדת המבורגרים	+972 50-280-0079	דרך העצמאות 72 חיפה	32.8186985	34.999629	3.7	"{"יום שני": "11:30-2:00", "יום שלישי": "11:30-2:00", "יום רביעי": "11:30-2:00", "יום חמישי": "11:30-3:00", "יום שישי": "11:30-15:15", "יום שבת": "18:00-2:00", "יום ראשון": "11:30-2:00"}"
פיצה פנורמה	https://pizzapanorama.co.il/	פיצרייה	+972 4-838-3455	שער הלבנון 6 חיפה	32.8055556	34.9880556	4.3	"{"יום שני": "12:00-0:00", "יום שלישי": "12:00-0:00", "יום רביעי": "12:00-0:00", "יום חמישי": "12:00-0:00", "יום שישי": "סגור", "יום שבת": "19:00-23:55", "יום ראשון": "12:00-0:00"}"
מקדונלד'ס - קניון חיפה	https://www.mcdonalds.co.il/	מסעדת מזון מהיר	+972 52-944-0049	דרך משה פלימן 4 חיפה 3508416	32.789426	34.963719	3.3	"{"יום שני": "10:30-23:00", "יום שלישי": "10:30-23:00", "יום רביעי": "10:30-23:00", "יום חמישי": "10:30-23:00", "יום שישי": "10:00-21:00", "יום שבת": "11:00-23:00", "יום ראשון": "10:30-23:00"}"
פלאפל חיפה ירושלמי כשר למהדרין/ Yerushalmi Falafel haifa	https://israelbusinessguide.com/catalog/hayfa/yerushalmi_falafel_haifa______/	מסעדת פלאפל	+972 4-862-7015	הרצל 62 חיפה	32.8062326	35.0020751	4.5	"{"יום שני": "10:00-21:00", "יום שלישי": "10:00-21:00", "יום רביעי": "10:00-21:00", "יום חמישי": "10:00-21:00", "יום שישי": "סגור", "יום שבת": "סגור", "יום ראשון": "10:00-21:00"}"
דומינו'ס פיצה חיפה - מרכז הכרמל	https://www.dominos.co.il/%D7%A1%D7%A0%D7%99%D7%A3-%D7%97%D7%99%D7%A4%D7%94-%D7%9E%D7%A8%D7%9B%D7%96-%D7%94%D7%9B%D7%A8%D7%9E%D7%9C	פיצריה עם שירות משלוחים	+972 76-804-8974	שדרות הנשיא 96 חיפה	32.8083605	34.9856221	3.7	"{"יום שני": "12:00-1:00", "יום שלישי": "12:00-1:00", "יום רביעי": "12:00-1:00", "יום חמישי": "12:00-1:00", "יום שישי": "12:00-1:00", "יום שבת": "12:00-1:00", "יום ראשון": "12:00-1:00"}"
MamaCoco		מסעדת המבורגרים		שדרות הציונות 5 חיפה	32.8185646	34.9935846	3.7	"{"יום שני": "9:00-22:00", "יום שלישי": "9:00-22:00", "יום רביעי": "9:00-22:00", "יום חמישי": "9:00-22:00", "יום שישי": "9:00-22:00", "יום שבת": "9:00-22:00", "יום ראשון": "סגור"}"
בורקס העגלה - סניף מוריה		מסעדת מזון מהיר	+972 4-838-8662	שדרות מוריה 52 חיפה	32.7971057	34.9840666	4.3	"{"יום שני": "פתוח 24 שעות", "יום שלישי": "8:00-2:00", "יום רביעי": "8:00-2:00", "יום חמישי": "8:00-5:00", "יום שישי": "8:00-5:00", "יום שבת": "9:00-2:00", "יום ראשון": "8:00-0:00"}"
פיצה מאנצ' חיפה	https://order.bitetech.co.il/#/120/home	פיצריה עם שירות משלוחים	+972 4-810-2091	דרך הים 3 חיפה	32.803891	34.9866048	3.8	"{"יום שני": "11:30-1:30", "יום שלישי": "11:30-1:30", "יום רביעי": "11:30-1:30", "יום חמישי": "11:30-2:00", "יום שישי": "11:30-4:00", "יום שבת": "11:30-1:50", "יום ראשון": "11:30-1:30"}"
MR.BUN BURGER	http://www.mrbunburger.co.il/	מסעדת המבורגרים	+972 77-362-8388	נתיב האור 1 חיפה 35085	32.7854385	34.9639854	4.2	"{"יום שני": "11:00-23:00", "יום שלישי": "11:00-23:00", "יום רביעי": "11:00-23:00", "יום חמישי": "11:00-23:00", "יום שישי": "11:00-23:00", "יום שבת": "11:00-23:00", "יום ראשון": "11:00-23:00"}"
מקדונלד'ס - גרנד קניון חיפה מתחם המסעדות קומה 3	https://www.mcdonalds.co.il/	מסעדת מזון מהיר	+972 52-944-0271	דרך שמחה גולן 54 חיפה 3299001	32.7897502	35.0078195	3.7	"{"יום שני": "11:00-23:00", "יום שלישי": "11:00-23:00", "יום רביעי": "11:00-23:00", "יום חמישי": "11:00-23:00", "יום שישי": "10:30-20:00", "יום שבת": "11:00-23:00", "יום ראשון": "11:00-23:00"}"
פיצה האט חיפה (דרך מוריה)	https://www.pizzahut.co.il/branch/%D7%97%D7%99%D7%A4%D7%94-%D7%9E%D7%95%D7%A8%D7%99%D7%94/	מסעדה	+972 1-700-506-070	שדרות מוריה 13 חיפה	32.8017431	34.9840361	3.5	"{"יום שני": "11:00-0:00", "יום שלישי": "11:00-0:00", "יום רביעי": "11:00-0:00", "יום חמישי": "11:00-0:00", "יום שישי": "11:00-15:00", "יום שבת": "18:00-0:00", "יום ראשון": "11:00-0:00"}"
סבתא | SAVTA sandwich shop HFA	http://www.ilovesavta.com/	חנות כריכים	+972 4-810-1117	IL 3448602 צפרירים 2 חיפה	32.7970944	34.9838614	4.6	"{"יום שני": "9:00-23:00", "יום שלישי": "9:00-23:00", "יום רביעי": "9:00-23:00", "יום חמישי": "9:00-23:00", "יום שישי": "9:00-16:00", "יום שבת": "11:00-23:00", "יום ראשון": "9:00-23:00"}"
פאפא ג׳ונס חיפה	http://www.papajohns.co.il/	מסעדה	+972 77-555-3377	Moria 132 חיפה 3461821	32.787552	34.985494	3.9	"{"יום שני": "12:00-0:00", "יום שלישי": "12:00-0:00", "יום רביעי": "12:00-0:00", "יום חמישי": "12:00-0:00", "יום שישי": "12:00-0:00", "יום שבת": "12:00-0:00", "יום ראשון": "12:00-0:00"}"
אבו מרון		מסעדה ישראלית	+972 54-631-2575	קיבוץ גלויות 1 חיפה	32.8125	35.0038889	4.2	"{"יום שני": "8:30-16:00", "יום שלישי": "8:30-16:00", "יום רביעי": "8:30-16:00", "יום חמישי": "8:30-16:00", "יום שישי": "8:30-16:00", "יום שבת": "8:30-16:00", "יום ראשון": "8:30-16:00"}"
